SK_ID_CURR,TARGET
100001,0.06538345619510864
100005,0.11735445084545869
100013,0.06797374198253939
100028,0.0708893955366749
100038,0.11798767809959346
100042,0.05372152059899028
100057,0.08070781426151831
100065,0.10026009484848226
100066,0.04875168322182434
100067,0.08509521292853427
100074,0.06399113162423113
100090,0.1086077540399347
100091,0.10531639574925312
100092,0.09208987883980996
100106,0.11931978686659651
100107,0.09175738100796713
100109,0.09408653802491618
100117,0.0738952602083008
100128,0.06691234604607908
100141,0.09065906442089115
100150,0.07188045210270987
100168,0.053561011601254
100169,0.03988424920809963
100170,0.08106120843143977
100171,0.09630558611214571
100172,0.1168391663366719
100184,0.06842716767913704
100187,0.05826804477036984
100212,0.07567115880996399
100222,0.08720514679013401
100223,0.056275319294051676
100232,0.06529671452464916
100241,0.1250455758212544
100245,0.06936569039266467
100253,0.05760653924329138
100256,0.09281719073628444
100271,0.053679815655315606
100278,0.10937135510619972
100280,0.06380999979188866
100306,0.1311446875243133
100311,0.10272126850062516
100312,0.057215373175845484
100330,0.07952137687412417
100331,0.09010745671671752
100352,0.08112772705593675
100358,0.09819564805756102
100367,0.08330516065146824
100382,0.07649510232572794
100384,0.07068655037874705
100385,0.0907620143931782
100386,0.07497290103959464
100399,0.06471885555086396
100404,0.06747641279555149
100416,0.06061555957430175
100422,0.12108001691222256
100426,0.07594774869103144
100438,0.06635715610006836
100444,0.09565280072100041
100445,0.11092187718449974
100446,0.09691346401321184
100447,0.06060515255416426
100450,0.06718961564477624
100466,0.07870352495907951
100483,0.06708286239571593
100484,0.049687546913289166
100494,0.08299903498055919
100510,0.10772835963443916
100512,0.05627539275023225
100517,0.06933346548400694
100548,0.0521740372573783
100551,0.06642636888213575
100552,0.11711280285510904
100553,0.07933755260857532
100561,0.08971554569846124
100568,0.12545692061256636
100569,0.06026550565537981
100591,0.08909233352535756
100592,0.04968921067304378
100602,0.08738200284366404
100607,0.08065158243121436
100613,0.07563958158632299
100617,0.06670384629745399
100618,0.09214752120768976
100622,0.1393350580785369
100625,0.09348314096819967
100677,0.08163284309937502
100699,0.07816059238445981
100702,0.13325292633829772
100711,0.06611711261341822
100729,0.12745929129910577
100740,0.1080353466235456
100744,0.10124540474998732
100745,0.09305244807855503
100747,0.09660801331429142
100751,0.09963307845062071
100752,0.0778618238908155
100753,0.1331282990768062
100754,0.09733652169458382
100760,0.0951952064802707
100762,0.08626018674930083
100763,0.0769367748473436
100765,0.07523684309442338
100770,0.08957979032471741
100772,0.07562834226220988
100777,0.07987136987148018
100791,0.0665958433004663
100792,0.06281795135178274
100797,0.08639422202018386
100823,0.0914750652875588
100826,0.09172254887856124
100830,0.06085826295403033
100836,0.11220415367389026
100872,0.08224056560971367
100910,0.08637073061067539
100913,0.05968845555073999
100918,0.08446834290164337
100931,0.0556167578369971
100952,0.10700738353773998
100953,0.07162645817110691
100965,0.09631421639429288
100970,0.07320960412434167
100982,0.10486051783184042
100983,0.083360089418315
