Id,SalePrice
1461,123452.14380459112
1462,172270.14987247722
1463,178981.07362454236
1464,197906.39882983177
1465,201624.79845617752
1466,170937.75247144492
1467,180642.24198990822
1468,162150.15252531998
1469,187740.43875664487
1470,119784.60333717958
1471,183560.96424983838
1472,99371.30363501933
1473,95487.41894539574
1474,145895.61243408092
1475,114788.09241098535
1476,361909.08238907176
1477,257837.49654404758
1478,289605.49920119485
1479,283570.56693121884
1480,527182.3529241474
1481,328416.1659435435
1482,204869.45345193456
1483,175020.02348072294
1484,164784.6961867501
1485,182422.87900146935
1486,190873.31912215886
1487,336648.4114178212
1488,229474.8282382223
1489,195621.91605356187
1490,241893.80073231942
1491,195196.69911437167
1492,93619.56531009341
1493,159276.23345743687
1494,294402.00120827305
1495,285913.94464046386
1496,232507.22031637238
1497,182252.38250072574
1498,193231.05967081443
1499,160806.56834459188
1500,155060.7462705331
1501,181526.72797711325
1502,153039.3444296162
1503,287428.2016579592
1504,243257.3940263334
1505,228815.83721420594
1506,185828.53263181815
1507,262007.44338675865
1508,198631.88692873708
1509,156354.4796713723
1510,144248.4028554354
1511,173438.1349595591
1512,176339.85305823566
1513,139963.70614889622
1514,167780.44843675036
1515,196387.11874828278
1516,149036.34450285032
1517,162207.49783626094
1518,131070.00869299898
1519,214696.80213961937
1520,128288.92276784987
1521,133002.02663276266
1522,177699.86833142317
1523,113090.88542749536
1524,121890.84355882507
1525,122143.10398936171
1526,111396.57906243418
1527,109500.45946797458
1528,137458.72323499047
1529,157618.6419612456
1530,188363.96444315193
1531,111156.1491673284
1532,95247.85444562076
1533,148928.06747206207
1534,131570.78899457623
1535,140317.5575535291
1536,105653.40444762731
1537,62469.559005194045
1538,139533.797675069
1539,196957.06712742322
1540,81836.45290711115
1541,131481.4835370737
1542,151063.60432657378
1543,184311.54783960714
1544,90490.27680220285
1545,116307.70320215258
1546,140210.02965560768
1547,136630.16717163764
1548,139128.0202058813
1549,126017.34557282495
1550,133166.5758098084
1551,108478.38452086532
1552,135657.1864115331
1553,133912.96228442132
1554,117099.31867558972
1555,163618.64250634925
1556,93134.18507654405
1557,109805.35841827109
1558,105696.00065107952
1559,54399.2167730168
1560,134237.29559914366
1561,119504.47558748335
1562,136136.4478991278
1563,121332.96105575816
1564,164184.4008156823
1565,142948.36192093437
1566,230175.28524989742
1567,81547.03151069404
1568,246972.37458446505
1569,132555.19655153886
1570,133247.11961231029
1571,118000.6973814484
1572,141683.78271903578
1573,214935.20967037146
1574,117188.6731044968
1575,216531.2157132615
1576,236896.16737000426
1577,177959.2864550571
1578,139862.1425256183
1579,141678.68650327978
1580,192043.64956546537
1581,153773.0044217021
1582,126910.66540382867
1583,312333.065054585
1584,224809.75805482635
1585,141719.46342586377
1586,79318.98234771172
1587,113373.84871646515
1588,147606.64619708614
1589,100136.48806288584
1590,133065.41496130804
1591,92986.47863237582
1592,115256.84405574939
1593,127119.08705189735
1594,125073.54883226471
1595,104377.72199974928
1596,228182.47524619993
1597,198222.64681871844
1598,217785.7542845779
1599,159981.9863540209
1600,153737.51631160034
1601,74672.75743379774
1602,122427.50570611807
1603,60921.818847669085
1604,263090.8421014693
1605,236590.05240274753
1606,166086.40393834296
1607,184501.4155423598
1608,209965.6873760018
1609,184008.08433067607
1610,151973.15537542137
1611,130822.94532997564
1612,171818.95862564584
1613,165810.58333709303
1614,110656.42173429175
1615,86963.47135107593
1616,77776.78307870096
1617,91550.69524668787
1618,141947.710083192
1619,141379.45356792537
1620,165200.72245566925
1621,135406.42974886054
1622,142785.19274226704
1623,253854.1310859168
1624,210639.4866458192
1625,120111.15112427468
1626,168500.39326037545
1627,195510.31466009296
1628,264136.56897026004
1629,173290.77562507422
1630,388875.8344929328
1631,234541.76810932523
1632,248100.8524300068
1633,170366.8020143877
1634,185131.429133487
1635,174323.53902872393
1636,154561.02017543328
1637,210093.35957600476
1638,184101.35789984072
1639,182468.2582934771
1640,245174.98473377214
1641,177211.44155912293
1642,242314.89261456838
1643,230234.1424561649
1644,230558.88144610048
1645,233286.74086325685
1646,158682.0273529591
1647,154122.5200381853
1648,126946.56401173104
1649,140033.5633397321
1650,113665.03778215875
1651,120719.75085248743
1652,99441.53749718457
1653,102350.01644147567
1654,146873.5238297054
1655,132627.54624366527
1656,140498.65828447285
1657,151204.03441093577
1658,149411.25494124263
1659,126319.4245525125
1660,151614.44165511394
1661,473058.5382752065
1662,410188.15331593994
1663,380425.2264463448
1664,675627.8134119353
1665,300793.8098290316
1666,307033.45894511667
1667,379279.93685270275
1668,333652.24729925074
1669,299066.9253164486
1670,343020.1458521663
1671,282152.6696812872
1672,461692.35871047253
1673,299431.5077617219
1674,248891.00014001434
1675,201620.09981855005
1676,195884.92795706214
1677,218880.05722867674
1678,498591.2295139634
1679,390032.0289274333
1680,316183.40459000535
1681,234987.4067476994
1682,313618.87191985146
1683,194803.21758491918
1684,176994.41538767476
1685,173405.4401157537
1686,167962.62742214944
1687,167476.6134335996
1688,186848.81303323052
1689,190488.71830112833
1690,195409.11143067092
1691,186030.49540921996
1692,246562.63361148656
1693,168564.2953973517
1694,181017.93913988903
1695,168085.4107338314
1696,283885.08175053325
1697,171565.29911293718
1698,355042.05327451706
1699,322328.3974249304
1700,259427.19624447095
1701,266064.3277456905
1702,243699.56855160574
1703,240723.29844442513
1704,282150.52518826013
1705,228418.27633902736
1706,182414.0430196306
1707,208276.14734352438
1708,202967.74456882043
1709,263703.2364821836
1710,217691.21570194003
1711,266258.3049508813
1712,257828.82354598268
1713,275643.2976160201
1714,217912.49454772752
1715,206658.792259798
1716,184813.0995829573
1717,173106.80737993386
1718,139260.6433932719
1719,201639.16666778282
1720,235695.50636696498
1721,151565.69890282347
1722,117734.57748040225
1723,146906.46172938735
1724,206930.4813824626
1725,238864.14653515886
1726,184949.9670271153
1727,154389.55054420605
1728,163449.17131630582
1729,166101.24896755707
1730,152540.86233900217
1731,119928.02680018212
1732,132343.2679835406
1733,113311.78589086693
1734,126861.57517321612
1735,119379.51996081817
1736,113723.28788075586
1737,317603.3790479498
1738,246784.8016937442
1739,262363.21785506234
1740,220733.821239107
1741,194165.81245873473
1742,173733.66824849558
1743,180045.63517319248
1744,320044.85509863554
1745,220360.0851054095
1746,187937.85342438778
1747,220832.85833766838
1748,229266.8043870917
1749,141340.21743621104
1750,123285.58722967509
1751,248979.14501554344
1752,116628.57954449845
1753,147398.64242735758
1754,194642.7410209025
1755,163163.19676430657
1756,133258.53453715754
1757,122382.58807414895
1758,142023.33009808237
1759,155106.58915619573
1760,167022.79515238677
1761,145931.73838994207
1762,176583.97246772156
1763,174343.1846058786
1764,113052.68280655827
1765,137555.42814619694
1766,200793.84679674654
1767,236541.26381549478
1768,140015.4966710561
1769,163796.24419613494
1770,154820.7090092593
1771,118584.0902959822
1772,132924.54492529607
1773,119534.18547696604
1774,147322.89671799875
1775,144618.10882405576
1776,127307.25723295363
1777,114705.93574195716
1778,141915.0441220655
1779,134549.9899868585
1780,165328.35181734545
1781,122764.79998107228
1782,93435.84148140407
1783,140740.29501745672
1784,108156.8852779897
1785,116625.99242156437
1786,147624.91264676664
1787,154783.06009740505
1788,69598.9379021597
1789,95382.82299436908
1790,81189.39809901759
1791,198242.87466650188
1792,161806.3487609727
1793,126824.60194752771
1794,154692.686305075
1795,132685.11541032183
1796,127495.20063497194
1797,117606.07199603702
1798,121113.97587280543
1799,112002.79679699666
1800,133446.33583965705
1801,125413.13471350302
1802,135372.78394624047
1803,148714.7099160462
1804,141708.9688221799
1805,136389.95176032788
1806,130292.9726872613
1807,130059.82003355976
1808,118722.43324271885
1809,117774.92961750495
1810,129552.35269404785
1811,88824.47328721712
1812,93272.82899092279
1813,119149.69589707679
1814,104563.47140993574
1815,63001.71827390906
1816,105686.11946979088
1817,103994.40904356193
1818,138310.42887623186
1819,126908.11126577
1820,50146.98667504018
1821,113090.20224390634
1822,146559.68771979818
1823,41556.21039278157
1824,124412.79144475324
1825,139258.12783166388
1826,111676.20560112323
1827,103366.92799166293
1828,135553.62766724286
1829,123088.77937969936
1830,140723.0141147521
1831,135034.37686426038
1832,80831.68199014443
1833,142302.27110939292
1834,118361.12251382296
1835,116852.88060662024
1836,127471.84781182169
1837,92411.26350823046
1838,125187.41664465604
1839,116480.82480038718
1840,132247.4422329211
1841,125525.30284414362
1842,93205.36849139635
1843,131568.82946581498
1844,135719.77214256156
1845,144372.15443488891
1846,158063.22085635838
1847,173521.0582761643
1848,60532.260483965525
1849,109931.63951496572
1850,115126.2728783146
1851,145348.4817064885
1852,125098.51714459978
1853,121190.56845190487
1854,160441.90562773377
1855,146619.34654698023
1856,224187.55379602502
1857,134303.80549057663
1858,137470.7672701926
1859,115224.0350183278
1860,153218.66364153576
1861,116043.97883336418
1862,328433.2661259741
1863,312237.87791566894
1864,312258.9457410597
1865,322332.910569864
1866,298615.2489211839
1867,222199.33225083313
1868,285572.7087484374
1869,206147.80192720538
1870,222816.76939517126
1871,231835.7662774049
1872,172776.97891400178
1873,249829.13253917545
1874,150973.6187437592
1875,191551.83417951883
1876,200206.23718034456
1877,209545.47485125027
1878,194322.69746473042
1879,128385.58191501394
1880,133489.4606023016
1881,259001.9552424445
1882,237902.62961542432
1883,185395.60004307478
1884,203316.30299539326
1885,204843.89252025654
1886,265679.57939177647
1887,217905.38455921636
1888,277567.80376753915
1889,169008.75564206485
1890,104846.93215702762
1891,112908.85572399841
1892,99831.23070628554
1893,125649.2791470814
1894,121000.17258356491
1895,126634.76634920685
1896,123257.80779541534
1897,121730.64475465086
1898,113819.79880905154
1899,167018.44283450485
1900,159532.58815737633
1901,173499.0996648586
1902,160438.6021495522
1903,242009.79914036908
1904,134898.68891691233
1905,202790.28507711427
1906,138362.64639249517
1907,218319.43712712356
1908,111666.70172603594
1909,137051.7685072711
1910,122039.43495827464
1911,218982.2720228381
1912,323069.81167047116
1913,142534.94567337804
1914,50722.87090226015
1915,301320.7537034558
1916,68734.2313932451
1917,240072.46274625024
1918,142383.76433518095
1919,174662.72443361103
1920,152790.03625717878
1921,372021.9505883794
1922,300559.46867372515
1923,238131.94629681754
1924,226735.65725948717
1925,199759.70443413168
1926,365062.82257509633
1927,131196.68116980337
1928,153245.68683030302
1929,128070.53336816625
1930,129544.98807002368
1931,138486.56995452545
1932,131405.40296453002
1933,174400.13181789982
1934,183074.0335659165
1935,170481.66671849738
1936,186793.52169557541
1937,175462.29335492293
1938,163360.91617420505
1939,246242.51799344615
1940,196947.68918893635
1941,166480.79790284994
1942,163749.94841351206
1943,211369.269914326
1944,353521.60302530404
1945,378342.19734161795
1946,126584.64686832337
1947,127864.11608137438
1948,160050.2772577034
1949,232539.8486061458
1950,182842.1092961118
1951,241804.98395285674
1952,210015.4128564403
1953,169968.7673289058
1954,175206.2309484587
1955,134027.72051701415
1956,316373.7048388853
1957,145919.1681731305
1958,264768.58650726214
1959,143508.3620317469
1960,110361.03034330091
1961,123123.20482124915
1962,99543.879828457
1963,109296.5685153263
1964,103111.22361794637
1965,149943.925062709
1966,137411.81298314812
1967,307945.9834210868
1968,445830.9596390076
1969,363863.50636354304
1970,416322.7662013055
1971,508057.4017545291
1972,393123.69014198513
1973,275222.04731933493
1974,335958.3770067071
1975,437651.43197835656
1976,284431.45098677505
1977,381141.9846693941
1978,349962.6706838198
1979,312554.35134337196
1980,204752.51163458388
